city,count
Emmishofen­Schweiz,1
Empfingen,2
Ems,0
Ems a.d. Lahn,0
Ende,0
Endersbach,2
Enge,0
Engen,0
Enger,0
Enge-Zürich­Schweiz,1
Engstlatt,0
Eningen,1
Eningen a.d. Achalm,0
Eningen u.A.,2
Enkirch,1
Ennabeuren,0
Ennetbühl,0
Ens,0
Ensingen,0
Enslingen,0
Entzheim,0
Enzberg,0
Enzklösterle,0
Enzweihingen,2
Eperies­[Ungarn],0
Epinal,0
Epinal en Vosges,0
Eppelsheim,0
Eppingen,3
Erbach,0
Erbach a. Rhein,1
Erbach i. Odenwald,1
Erbolzheim,0
Erdmannhausen,1
Erdmannhausn,0
Erdmannshausen,0
Erfurt,17
Ergenzingen,1
Erisried,0
Erkelenz,0
Erkenbrechtsweiler,0
Erlach,0
Erlaheim,0
Erlangen,15
Erlenbach,2
Erlenhof i. Zug,0
Ermershausen,0
Ermschwerd,1
Ermsleben,1
Ernsbach,0
Erpfingen,0
Ertingen,0
Erxleben,0
Eschach,1
Eschelbach,0
Eschenau,0
Eschental,0
Eschholzmatt,0
Escholzmatt,0
Eschwege,0
Eschweiler,1
Esens,0
Eslohe,0
Espirito Santo­Brasilien,1
Essen,8
Essen a.d. Ruhr,0
Essen-Altendorf,0
Essen-Steele,2
Essershausen,0
Essingen,0
Essingen i.d. Rheinpfalz,0
Esslingen,29
Esslingen a.N,1
Esslingen a.N.,1
Esslingen-Kenneburg,1
Esslingen-Kennenburg,1
Eßratsweiler,0
Estorf v. Nienburg,0
Eton,1
Ettenhausen,0
Ettenheim,1
Ettlingen,1
Etzikon,0
Eubenstock,0
Eubigheim,1
Eupen,0
Eupen­Belgien,1
Eußerthal,0
Eutin,5
Eutingen,0
Evanston,1
Evansville,1
Eversen,1
Exeter,1
Eyb i. Mittelfranken,0
Eybach,0
Eyrichshof,0
Eystrup,1
F. Torja,0
Fachsenfeld,0
Fahrenholz,0
Fahrgaard,0
Falken,1
Falkenburg,0
Falkenhagen,0
Falkenhorst,0
Falkenstein,1
Falkenwalde,0
Falkirk­Schottland,0
Falkland,0
Fallersleben,0
Fangelsbach,1
Fargo,1
Fasanerie Hardtle,0
Faßmacherhof,0
Faurndau,1
Fechenheim,0
Feckenhausen,1
Feibrg i.Br,1
Feiburg i.Br.,1
Feldhausen,1
Feldlazarett,1
Feldlazarett Ledeghem,1
Feldorf,0
Feldstetten,0
Felka i.d. Zips­Ungarn,0
Fellbach,7
Felldorf,0
Fellingshausen,1
Fere en Tardois­Frankreich,1
Fessenheim,0
Feuerbach,3
Fichtenberg,1
Fiddichow,0
Filehne,0
Finkenbach,0
Finkenkrug,1
Finkenwalde,1
Finnland,1
Finsterwalde,0
Fischbach,2
Fischerhude,1
Fischhausen,0
Fisibach,0
Flaach,0
Flacht,0
Flamersheim,0
Flandern,1
Flatow,0
Flawil,0
Flaxlanden,1
Flechtdorf,0
Flein,0
Fleinheim,0
Fleischwangen,1
Fleißbach,0
Flensburg,8
Flesnburg,0
Fleurier,0
Flieden,0
Flims-Waldhaus,1
Flintbeck bei Kiel,0
Flinth,0
Flirey,1
Flirey­Frankreich,1
Floeheim,0
Florenz­Italien,2
Flötnig,1
Flözlingen,0
Fluntern,1
Fluntern­Schweiz,1
Fluorn,0
Focsani­Rumänien,1
Fontainemalon,0
Forbach,0
Forchtenberg,0
Förderstedt,0
Forgne­Schottland,0
Fornet,0
Forst,0
Forsthaus Kuckuckuk,0
Foucaucourt-Traucourt-Sommaisne,1
Foucaucourt-Triaucourt-Smmaisne,1
Franfurt a.d. Oder,0
Frankenberg,0
Frankenberg. i.S.,0
Frankenhausen,0
Frankenheim,0
Frankenstein,0
Frankenthal,1
Frankenthal i.d. [Rhein-]Pfalz,0
Frankenthal i.d. Pfalz,0
Frankfurt,2
Frankfurt a. Main,21
Frankfurt a.d. Oder,3
Frankfurt a.M,0
Frankfurt a.M.,13
Frankfurt am Main,2
Frankreich,8
Frauenfeld,0
Frauenfeld­Schweiz,1
Frauenzimmern,0
Fraunstadt,0
Fraustadt,0
Frechen,1
Freden,0
Frederik VII Koog,0
Fredersdorf,0
Freeport,0
Freetown,0
Fregenstein,0
Freiberg,1
Freiburg,9
Freiburg  i.Bt.,1
Freiburg a.U.,0
Freiburg i.Br,2
Freiburg i.Br.,21
Freiburg-Haslach,1
Freienhagen,0
Freienwald a.d. Oder,0
Freinsheim,0
Freintrop,0
Freirechdorf?,0
Freising,1
Fremdingen,0
Fremmersbach,0
Freren,0
Fretzdorf,0
Freudenstadt,19
Freudenthal,0
Friebel,0
Friedberg,2
Friedeberg,0
Friedeberg i.d.N.,0
Friedeburg a.d. Saale,0
Friedland,0
Friedrich-Augusten-Greden?,0
Friedrichroda,2
Friedrichshafen,6
Friedrichshall,0
Friedrichsroda,3
Friedrichstadt,0
Friedrichstadt a.d. Eider,0
Friedrichstal,1
Friedrichsthal,1
Friemen,0
Friemersheim,0
Friesack,0
Friesack i.d. Marck,0
Friesack i.d. Mark,0
Friesenheim,0
Friesoythe,0
Friolzheim,0
Fritzow,0
Fritzwalk,0
Fröhlichen-Wiederkunft,0
Fromelles,1
Frömern,0
Frommenhausen,0
Frommern,0
Fröndenberg,0
Frontenex,1
Frstt. Sigmaringen,0
Frutigen­Schweiz,1
Fülldorf,0
Funchal auf Madeira P.,1
Fürfeld,0
Fürstenau,0
Fürstenberg,0
Fürstenfeldbruck,2
Fürstenwerder,0
Fürth,1
Fürth i. Mittelfranken,0
Gablenberg,0
Gadderbaum,2
Gadebuch,0
Gadenen,0
Gaggenau,0
Gaggstadt,0
Gagstadt,0
Gaienhofen,1
Gaildorf,9
Gailenkirchen,0
Gais,0
Gaisburg,0
Galizien,1
Gallipoli­Türkei,1
Galveston,1
Galveston­Texas,0
Galway­[England],0
Gambier,1
Gammelgab i. Schleswig,0
Gammertingen,1
Gammesfeld,0
Ganderkesee,1
Gandersheim,0
Gangelt,0
Ganglof,0
Gardelegen,2
Gardelegen i.d. Altmark,0
Garding,0
Gargellen,1
Garmisch-Partenkirchen,3
Garnberg,0
Garrweiler,0
Garschagen,0
Gärtringen,0
Garz,1
Gash?,0
Gassenorf i. Niederschlesien,1
Gastenfelden,0
Gatterstaedt,0
Gaualgesheim,0
Gebersheim,0
Gebesee,0
Gechingen,0
Gedauen,0
Geegenhausen?,0
Geestemünde,0
Gefell,0
Gehren,0
Geilenkirchen,0
Geiselhörin,1
Geislingen,10
Geislingen a.d. Steige,3
Geißelhardt,0
Geißlingen,0
Geißlingen a.d. Steige,0
Gelbingen,0
Geldern,0
Gelen,0
Gellmersbach,0
Gelsenkirchen,1
Gemmerich,0
Gemünd,0
Gemünden,0
Genf­[Schweiz],0
Genf­Schweiz,8
Gengenbach,1
Genkingen,0
Gennin Warthebruch,0
Genthin,0
Genua­Italien,2
Geolong­Australien,1
Georgenberg i. Oberschlesien,0
Georgense,1
Georgenthal,1
Georgsdorf,1
Georgsmarienhütte,1
Gera,2
Gerabronn,2
Geradstetten,0
Gerbstaedt,0
Gerbstedt,0
Gergersdorf,0
Gerlachsheim,0
Gerlingen,1
Germersheim,1
Germersheim i.d. Pfalz,0
Gernrode,1
Gernrode a. Harz,0
Gernsbach,0
Gernsbach [i. Murgtal],0
Gersfeld,1
Gerstetten,2
Gerthin,0
Gerzensee,0
Gesecke,0
Geseeke,0
Geseke,0
Gettorf,0
Gettorff,0
Gevelsberg,1
Geversdorf,0
Geyer,0
Ghetto Theresienstadt,1
Gibeon,0
Gibraltar,1
Gieboldehausen,0
Gieboldshausen,1
Giengen,2
Giengen a.d. Brenz,3
Giersleben,0
Giessen,15
Gifhorn,0
Gilgenburg,0
Gilmerdingen,0
Gimmel,0
Gingen,1
Gingins,0
Giswyl,0
Gladau,0
Gladbach,1
Gladenbach,0
Glaris,0
Glarus,0
Glarus­[Schweiz],0
Glasgow­[Schottland],0
Glasgow­England,0
Glasgow­Schottland,1
Glaßhagen,0
Glatz,0
Gleiwitz,0
Gleschendorf,0
Glindfeld,0
Globig,1
Glogau,0
Gloncestershire­England,0
Glosber,0
Glowitz,0
Glücksburg,1
Glückstadt,0
Gmünd,4
Gmünd i.K.,0
Gmunden­Österreich,1
Gnadau,0
Gnadenfeld,1
Gnadenfeld i. Oberschlesien,0
Gnadenfrei,0
Gnadental,0
Gnesen,0
Gnoien,0
Godesberg,2
Godesberg-Rüngsdorf,1
Goeda,0
Goenningen,0
Goeppingen,0
Göes,0
Goggenbach,0
Gohren,0
Goldach,0
Goldberg,1
Goldburghausen,0
Goldenstadt,0
Goldenstedt,0
Golding[,0
Goldingen,0
Golling,0
Göllnitz,1
Gollnow,0
Golssen,0
Golssen i.d. Niederlausitz,0
Gomadingen,0
Gondelsheim,1
Gönningen,0
Gonsoirowo­russ. Polen,0
Gontenschwyl,0
Göppingen,42
Göppingen-Faurndau,1
Göppingenn,1
Gorlice­Polen,1
Görlitz,5
Görwihl,0
Gorze,1
Gosheim,0
Goslar,5
Goslar a. Harz,0
Gossenzugen,0
Gotha,6
Göthenburg­Schweden,0
Göthewitz,0
Gotteszell,0
Göttingen,28
Goutenschwil,0
Gouv. Grodno­Russland,0
Gr. Ballerstedt,0
Gr. Bartelsdorf,0
Gr. Flottbeck,1
Gr. Glogau,0
Gr. Gögau,0
Gr. Lafferde,0
Gr. Rambin,0
Gr. Salitz,0
Gr. Salze,0
Gr. Schwarzlosen,0
Gr. Timmendorf,0
Gr. Tzschacksdorf,0
Gr. Vielen,0
Gr. Wanzleben,0
Gr. Zirkwitz,0
Gr[oß] Krausnigk,0
Gr[oß] Mühlingen,0
Gr[oß]-Schlönwitz,0
Grabenstetten,0
Grabow,0
Grabow­Polen,1
Grabs,0
Graefenhagen,0
Grafenberg,0
Gräfendorf,0
Grahlenstein,0
Gramenz,0
Grandchamp?,0
Grandson,0
Gransee,0
Gransee i.d. Mark Brandenburg,0
Grantown­Schottland,0
Gratina­Polen,0
Graudenz,0
Gravenstein,1
Gravois,0
Graz,3
Graz­Österreich,5
Great Falls,1
Greenocle­Schottland,0
Greetsyhl i. Ostfriesland,0
Grehnde,0
Greifenberg,0
Greifenstein,1
Greiffenberg,0
Greiffenhagen,0
Greifswald,10
Grellingen,0
Gremblin,0
Gremsmühlen,1
Grensbach,0
Grenzach,1
Grenzhausen,0
Gretenberg,0
Greußen i. Thüringen,0
Greven,0
Grevesmühlen,0
Grewesmühlen,0
Grieben i.d. Altmark,1
Griebow,0
Griethausen,0
Grima,0
Grimma,1
Grimmau,0
Grimmen,0
Grindelsheim i. Rheinbayern,0
Grindelwald,1
Gröbersdorf,1
Gröditz,0
Grombach,0
Grömbach,0
Gromersheim,0
Gronau,1
Gröningen,0
Groothusen,1
Gröpelingen,1
Groppendorf,1
Grosbottwar,0
Gross Altdorf,0
Groß Glogau,0
Gross Höchstetten,0
Groß-Ahrenshöft,0
Großallmerspann,0
Großaltdorf,0
Großaltorf,0
Groß-Apenburg,0
Großaspach,0
Großbottwar,1
Groß-Bottwar,1
Groß-Breese,0
Großbreitenbach,0
Großbritannien,1
Großburgwedel,2
Großdirnbach,0
Großefehn,0
Groß-Eicholzheim,0
Groß-Elbe,0
Großelfingen,0
Großenbehringen,1
Großen-Gottern i. Thüringen,0
Grossenhain,0
Großgartach,0
Groß-Gerau,0
Großglattbach,1
Gross-Glogau a.d. Oder,0
Groß-Herzberg,0
Großingersheim,1
Groß-Ingersheim,0
Groß-Küssow,0
Groß-Langhaus,1
Großlichterfelde,1
Großosterhausen,1
Groß-Ottersleben,2
Groß-Rossau,1
Großsachsen,1
Großsachsenheim,3
Groß-Sachsenheim,0
Groß-Salze,0
Groß-Schwarzlosen,0
Groß-Schwarzlosen i.d. Altmark,0
Groß-Schwechten,0
Groß-Strelitz,1
Groß-Süßen,1
Groß-Umstadt,0
Groß-Wanzleben,0
Großwinternheim,0
Gross-Zekelvitz,0
Grotegast,1
Grothe,0
Grottkau,0
Grötzingen,0
Grözingen,0
Grub?,0
Gruibingen,0
Grunau­Südrussland,0
Grunbach,1
Grünbach,0
Grünberg,2
Gründelhardt,0
Grundsheim,1
Grüneberg,0
Grunewald,1
Grünheide,1
Grüningen,0
Grünkraut,1
Grunow,0
Grünstadt,0
Grünstadt i. Rheinbayern,0
Grünstadt i.d. Rheinpfalz,0
Grünthal,0
Grünwettersbach,1
Grunzheim,0
Grüsch,0
Grüssow,0
Gryon,1
Gschlachtenbretzingen,0
Gschwend,2
Guarda,1
Guarrenburg,0
Guben,0
Guben i.d. Niederlausitz,1
Gudbrandsdalen­[Norwegen],0
Gudensberg,0
Gudersleben i. Harz,1
Guggisberg,0
Güglingen,0
Gültlingen,0
Gültstein,0
Gumbinnen,0
Gumbsweiler,0
Gummersbach,1
Gündelbach,0
Gundelsheim,0
Gundelsheim a.N.,1
Gündringen,1
Günfelbach?,0
Günterberge hzgl. anhaltinische Domäne i. Harzgebirge,0
Günzburg,0
Günzburg a.d. Donau,0
Gusow,0
Gussenstadt,0
Gustorf,0
Güstrow,1
Güstrow],0
Gut Adenroth,0
Gutach,2
Gütbach,0
Gutenberg,0
Güterloh,0
Gütersloh,3
Guttenberg,0
Gützkow,0
Gzsál­[Ungarn],0
Haan,0
Habana­Kuba,0
Habsthal,0
Hachenburg,1
Hachtel,0
Häcklingen,0
Hackpfüffel,0
Hackpfüffel i. preußisch Thüringen,0
Hadermaschen i. Holstein,0
Hadersleben,1
Haderslev,1
Hage,1
Hagelloch,0
Hagen,6
Hagenbach,1
Hagenow,2
Hägglingen,0
Hahlen,0
Hahnenklee-Bockswiese i. Oberharz,1
Hahnstaetten,0
Haidhof,0
Haiger,0
Haigerloch,4
Haigerloch-Gruol,1
Haimar,0
Hainsberg,0
Haisterkirch,0
Haiterbach,0
Hakeborn,0
Hakenmühle,0
Hakenstedt,1
Halbau,0
Halberstadt,7
Halbestadt,0
Halderau,0
Halensdorf,0
Half Morlon­Schottland,0
Halfmorlon­Schottland,0
Hall,7
Hallau,0
Halle,27
Halle a.d. Ems,0
Halle a.d. Saale,23
Halvar,0
Halver,1
Hamberge,0
Hambirg,1
Hambrechdikon,0
Hamburg,80
Hamburg-Altona,1
Hamburg-Bergedorf,1
Hamburg-Einsbüttel,0
Hamburg-Hohenfelde,0
Hamburg-Wandsbeck,1
Hameln,3
Hameln a.d. Weser,0
Hamm,4
Hamm a.d. Lippe,0
Hamm a.d. Sieg,0
Hammermühle,0
Hammersmith­[England],0
Hammerstadt,0
Hammerstein,0
Hamnburg,1
Hampton Wick­England,1
Han. Münden,0
Hanau,3
Handschuhsheim,1
Hanerau,0
Hänigsen,0
Hannover,31
Hannover-Kleefeld,1
Hannoversch Münden,2
Hanweiler,0
Harburg,0
Harburg a.d. Elbe,1
Hardegien,0
Harderode,0
Hardheim,0
Hardthausen a.d. Fildern,0
Harlo,0
Harpstedt,0
Harrndorf,0
Harsefeld,0
Harsewinkel,1
Harsfeld,0
Hart,0
Harten,0
Harthausen,1
Hartmannsweilerkopf,1
Hary,0
Harzburg,1
Harzgerode,0
Hasberg,0
Hasbergen,0
Hasenpot,0
Hasenpoth,0
Hasloch i. Kinzigtal,0
Haßfurt,1
Hatshausen,1
Hattenbach,1
Hattgenstein,0
Hattingen,1
Haukensbüttel,0
Hauptweil,0
Hauptwil­Schweiz,1
Haus Füchten,0
Haus Kannen,0
Haus? Venauen,0
Hausen,3
Hausen a. Thann,0
Hausen a.d. Ach,0
Hausen a.d. Lauchert,0
Hausen a.R.,0
Hausen i.W.,0
Hausen im Thal,0
Hausen o.V.,0
Hausen ob Werena,0
Hausham,1
Haustenbek?,0
Havelberg,1
Havighorst,0
Hayingen,0
Hechingen,5
Hecklingen,1
Heddernheim,1
Heddesheim,1
Hedelfingen,0
Hedelsbach,0
Hedeper,1
Hedmorn­Schweden,0
Heeren,0
Heersum,1
Heeslingen,0
Heftrich?,0
Hegenlohe,0
Hegnach,0
Hegne a. Bodensee,1
Heide,1
Heidelberg,39
Heidelberg-Neuenheim,0
Heidelberg-Rohrbach,1
Heiden,1
Heiden[Kt. Appenzell­Schweiz],0
Heidendorf,1
Heidenheim,10
Heidenheim a.d. Brenz,6
Heidenheim a.d. Brenz-Schnaitheim,0
Heidenheim-Großkuchen,1
Heidhausen,0
Heilbronn,66
Heilbronn a.N.,0
Heilgenfelde i.d. Altmark,0
Heilgigenberg,0
Heiligen,1
Heiligenberg,1
Heiligenbronn,0
Heiligensee,1
Heiligenstadt,0
Heiligenwald,0
Heiligkreuzthal,0
Heilig-Kreuzthal,0
Heilsbronn i. Mittelfranken,0
Heimbach-Weiß,0
Heimerdingen,0
Heimsen,0
Heimsheim,0
Heimthal,0
Heiningen,0
Heiniz-Polder,0
Heinrichswalde,1
Heinsen,1
Heinzelberg,0
Heitesheim,0
Heldenfingen,1
Heldrungen,1
Heldsdiorf,0
Helenowek­Polen,1
Helfesschwil,0
Helgoland,1
Helmarshausen,1
Helmstedt,2
Helsinki,1
Helsinki­Finnland,1
Heltau,0
Hemigkofen,0
Hemmenthal,0
Hemmingen,0
Hengen,0
Hennstedt,0
Heppbach,0
Heppenheim,2
Heppenheim a.d. Bergstaße,1
Heppens,0
Heppens-Wilhelmshafen,0
Herbertingen,0
Herblingen,0
Herbolzheim,0
Herborn,1
Herbrechtingen,1
Herbrum?,0
Herbsthausen,0
Herdecke,1
Herford,1
Herfort,0
Hergiswyl,0
Héricourt,0
Heringsdorf,1
Herisau,0
Herkingen,0
Herlishöfen,0
Hermannstadt,10
Hermdorf,0
Hermnaringen,1
Hermoupolos­Griechenland,0
Hermsdorf,1
Hernals,0
Herne,1
Heroldsberg,0
Herpf,0
Herrenalb,2
Herrenberg,8
Herrenberg?,1
Herrenzimmern,0
Herrliberg,0
Herrmann,0
Herrmannsacker,1
Herrnburg,0
Herrndorf,0
Herrnhut,2
Hersching a. Ammersee,1
Hersheim,0
Hertingen,1
Herzberg,2
Herzberg a.d. schwarzen Elster,0
Herzberg am Harz,0
Herzhorn i. Holstein,0
Herznach,0
Herzogenrath,0
Hesdorf,0
Hesedorf,0
Heslach,1
Hessen,0
Hessisch-Oldendof,0
Hestrup,1
Hete Sas,1
Hetschenhof,0
Hettensen,0
Hettstedt,0
Heubach,1
Heuchlingen,0
Heulle,0
Heumaden,0
Heutigsheim,0
Heutingsheim,1
Hiefern,0
Hilchenbach,2
Hildburghausen,1
Hildesheim,7
Hildrizhausen,1
Hildsheim,1
Hillersleben,1
Hillview Cottages,1
Hilten,1
Hilzingen,0
Himmelpforten,0
Himmelsthür,0
Hinterweidenthal,0
Hirsau,3
Hirschau,0
Hirschberg,1
Hirschberg i. Schlesien,1
Hirschlanden,0
Hirschthal,0
Hissigheim,0
Hitzacker,0
Hoboken,0
Hoburg v.d. Höhe,0
Hochberg,0
Hochdorf,0
Hochemmerich,0
Höchenschwand,1
Hochheim,0
Höchst,0
Höchst a.M.,0
Hochzehren,0
Hockenheim,0
Hoehnlohe-Hütte,0
Hoevelfingen,0
Hoevelhof,0
Hof,0
Hof Ackerbach,0
Hof Goldstein,0
Hof Stricken,0
Hofen,0
Höfen,1
Höfen a.d. Enz,1
Hoffenheim,0
Hoffstett,0
Hofgastein,1
Hofgeismar,2
Hofgut Konradsdorf,0
Hofherrweiler,0
Höfingen,0
Hohebach,0
Hohen Wittlingen,0
Hohenacker,0
Hohenaltheim,0
Hohen-Asberg,0
Hohenaspe,1
Hohenasperg,0
Hohenberg,0
Hohenbuch,0
Hohendodeleben,1
Hoheneck,1
Hohenegg,0
Hohenfelde,0
Hohenhaslach,0
Hohenhasloch,0
Hohenheim,0
Hohenhenningen,0
Hohenkarzi,1
Hohenkirchen,1
Hohenlimburg,3
Hohen-Memmingen,0
Hohenmölsen,0
Hohenrainerhof,0
Hohenrechberg,0
Hohenrein,0
Hohenstadt,2
Hohenstaufen,0
Hohenstein­Polen,1
Hohentrins,0
Hohentwiel,0
Hohen-Viecheln,0
Hohenwarsleben,0
Hohnacker,0
Höhr,0
Hoidding,0
Höingen,0
Hoisdorf,1
Holland,1
Hollen,0
Hollenbach,0
Holmberg?,0
Holonsche Wildnis,0
Holpe,1
Holstein,0
Hölstein,0
Holsteindorf,0
Holten,0
Holtorf,1
Holywood,0
Holzelfingen,1
Holzgerlingen,0
Holzhausen,0
Holzheim,1
Holzklau,0
Holzmaden,0
Holzminden,0
Holzweißig,1
Homberg,0
Homberg a. Niederrhein,1
Homberg a. Rhein,0
Homburg i.d. Pfalz,0
Homburg i.d. Rheinpfalz,0
Homburg v.d. Höhe,0
Homburg v.d.H.,1
Honau,0
Hönigsdorf,0
Honnecourt,1
Honnef,1
Honolulu,1
Hooglede,1
Hoogstede,0
Hooksiel,0
Hopedale,0
Hopfau,0
Hoppenstedt,1
Horb,3
Horb a.N.,1
Horgen,0
Horgenzell,1
Horlachen,0
Horn,0
Hornberg,2
Hornißen,0
Hornußen,0
Horowitz,0
Horrheim,0
Horsten i. Ostfriesland,0
Hörstgen,0
Horum i. Jeverland,0
Hörvelfingen,0
Hörvelsingen,0
Horw,0
Hossenhaus-Höhnlein,0
Hottingen,1
Housedale,0
Houston,0
Hovel,0
Hovestedt,0
Höxter,3
Hoya,0
Huatusco­Mexiko,0
Hubbelrath,0
Hudderfields,1
Hude,1
Hüffelsheim,0
Hüffenhardt,1
Hugsweier,1
Hühlen,0
Huje,0
Huldstetten,0
Hulftegg,0
Hundersingen,0
Hundlosen,0
Hundwyl,0
Hünfeld,0
Hunoldweiler?,0
Hünshofen,0
Huntlosen,0
Hürbel,0
Hussenhofen,1
Husum,0
Hütten,0
Hüttenreuthe,0
i.d. Argonnen,2
i.d. Vogesen,1
i.d. Vogesen­Frankreich?,1
Ibbenbuhren,1
Ichenhausen,0
Ichenheim,0
Ichtershausen,0
Iden,1
Idensen,1
Idheim,0
Idstedt,1
Iggelbach i.d. Rheinpfalz,0
Igis,0
Ihlewitz,0
Ihringen,0
Ilan,0
Ilanz,0
Ilberstedt,0
Ilessen,0
Ilfeld,1
Illenau,2
Illerrieden,1
Illertissen,1
Illmenau,1
Ilmenau,1
Ilow­Polen,1
Ilsenburg a. Harz,0
Ilsenburg i. Harz,0
Ilsfeld,1
Ilshofen,2
Ilten,1
Ilzhofen,0
im KZ Lublin­Polen,1
im Lazarett Dadizeelen,1
Immenstaad am Bodensee,1
Immerwarfen i. Jeverland,0
Immichenhain,0
Immingstedt,0
Immnau,0
Imnau,1
in Marsberg-Westheim,1
in Putbus a. Rügen,1
in Remscheid,1
in Schötmar,1
Indianapolis,0
Ingelfingen,0
Ingelfingen a. Kocher,0
Ingenbohl­Schweiz,1
Ingolstadt,0
Injesul­Kleinasien,0
Inner-Arose,1
Innsbruck,1
Inowoazlaw?,0
Insel Nordstand,0
Insenhausen,0
Insterburg,0
Interlacken([Schweiz],0
Iowa City­USA,1
Ipsheim i. Mittelfranken,0
Iptingen,0
Iquique­Chile,0
Iringa,1
Irmelshausen,0
Ischl­Österrecih,1
Iserlohn,0
Isernhagen,1
Isny,4
Isny ?,1
Isny i. Allgäu,1
Ispringen,1
Ittenschwang,0
Itzehoe,1
Itzelberg,0
Ivenack,0
Ivsuton?,0
Iwentz­Russland,0
Jacele-Kronstadt,0
Jacobshagen,0
Jaffa­Palästina,2
Jagstfeld,0
Jagsthausen,0
Jagstheim,0
Jagstzell,1
Jakobshagen,0
Jalkirk­Schottland,0
Jannina­Türkei,0
Jarssum,1
Jastrow,0
Java,1
Jebris­Persien,0
Jekendorf,0
Jemgum i. Ostfriesland,0
Jena,16
Jensbach? i.d. Rheinpfalz,0
Jersey City,0
Jershöft,0
Jerusalem­Palästina,4
Jerusalem­Palästine,1
Jerusalem­Türkei,0
Jeßnitz,0
Jettenburg,0
Jevenstedt,1
Jever,0
Jever],0
Jife­Schottland,0
Johanngeorgenstadt,0
Johannisburg­Südafrika,1
Jöhlingen,1
Johnsdorf,0
Jönköping­Schweden,1
Jonschwil,0
Jostern,0
Juchnoff­Russland,0
Juckeln,0
Judenburg-Magdeburg,0
Juliusberg,0
Jungbunzlau,1
Jungingen,0
Justingen,0
Jüterbog,2
Jüterbogk i.d. Mark,0
Jüterborg,0
Jüttendorf,0
Jux,0
Jyvie,0
Kabul,1
Kaditz (1884?,0
Kaethen,0
Kahla,0
Kairo­Ägypten,3
Kaiserbach,0
Kaiserslauern i.d. Pfalz,0
Kaiserslautern,0
Kaiserstuhl,0
Kaiserwerth,1
Kakerbeck,1
Kalbe a.d. Saale,0
Kälbertshausen,0
Kalckwitz,0
Kalisch­Polen,0
Kalkar,1
Kallies,0
Kallstadt,0
Kaltbrunn,0
Kaltbrunnen,0
Kammerstadt,0
Kammin,0
Kanada,1
Kanasawa­Japan,0
Kandersteg,1
Kanz,0
Kapfenburg,0
Kapland­Südafrika,1
Kappel,1
Kappeln,1
Karalene,0
Karlova­Bulgarien,0
Karlsbad,1
Karlshof,0
Karlsruhe,27
Karlsruhe-Durlach,1
Karlstad­Schweden,0
Karlstein-Berchtesgaden,0
Karlsuhe,1
Karniszéwo,0
Karolinnensiel,0
Karsdorf,0
Karslruhe,3
Karsruhe,2
Kasel,2
Käshofen i.d. Pfalz,0
Kasko­Finnland,0
Kasseburg,0
Kassel,9
Kassel-Wilhelmshöhe,4
Kassieck,1
Katharinendorf,0
Kathrinhagen,0
Katzweiler d. Rheinpfalz,0
Katzweiler i.d. Pfalz,0
Kauersiexk?,0
Kaufbeuren,1
Kaufbeuren i. Schwaben,0
Kaukas­Finnland,0
Kaukasus,0
Kay,0
Kelbra,0
Kellenbach,0
Kelvia­Finnland,0
Kelzenberg,1
Kemmelberg,1
Kemnath,0
Kempen,1
Kempten,2
Kennenburg,1
Kennitz,0
Kentuckey­USA,0
Kentville,0
Keppenbach,0
Kerclaer,0
Kerki­Ostindien,0
Kernen,1
Kernen i. Remstal,1
Kerns-Obwalden­Schweiz,1
Kesseling,1
Kessweil,0
Kettwig a.d. Ruhr,0
Keula?,0
Kevelaer,0
Kew Gardens,1
Kiedrich,1
Kiel,25
Kielmy­Litauen,1
Kienberg,0
Kiew­Russland,2
Kilchberg,1
Killwangen,0
Kilmmuir Easter,0
Kiloyth­Schottland,0
Kilso­Schottland,0
Kilwinning­Schottland,0
Kirberg,0
Kirchberg,2
Kirchberg a.d. Jagst,3
Kirchberg a.d. Murr,1
Kircheim u. Teck,0
Kirchen a.d. Sieg,0
Kirchen a.d. Sieg[,0
Kirchenbollenbach,0
Kirchenkirnberg,0
Kirchentellinsfurt,0
Kirch-Grubenhagen,0
Kirchhausen,1
Kirchhaußen,0
Kirchheim,2
Kirchheim a. Ries,0
Kirchheim a.N.,1
Kirchheim u. Teck,12
Kirchheim u. Teckk,1
Kirchheim u.T.,4
Kirchheim unter Teck,1
Kirchheimbolanden,0
Kirchheimbolanden i.d. Pfalz,0
Kirchhunden,0
Kirchhundern,0
Kirchmöser,1
Kirchnüchel,0
Kirch-Nüchel,0
Kirkaldy­Schottland,0
Kirkliston­Schottland,0
Kirn,0
Kirn a.d. Nahe,0
Kirsch,1
Kis-Baràt­Ungarn,0
Kisdorf,0
Kismaju­Somaliküste,1
Kis-Palugya,0
Kissingen,2
Kißlegg,3
Kis-Tapolcsany­Ungarn,0
Kl. Gartach,0
Kl. Leitzkau,0
Kl. Rhüden,0
Kl. Rodensleben,0
Kl. Woskern,0
Kl.-Ilsede,0
Kl[ein]-Eislingen,0
Klausenburg,1
Kleebronn,0
Klein Flottbeck,0
Klein Gartz,1
Klein Warin,0
Klein-Ammensleben,1
Klein-Barnim,0
Klein-Bennebek,0
Kleinbottwar,0
Klein-Eißlingen,0
Kleinenkneten,0
Kleingartach,1
Klein-Gartach,0
Klein-Glattbach,0
Klein-Heubach [i. Oberbayern],0
Klein-Himstedt,0
Kleiningersheim,0
